ID,Steps
248,remove the pork belly slices from the fridge and place into a baking tray with a drizzle of vegetable oil.
248,cover the tray tightly with tin foil.
248,"cook for 1 1/2 hours, flipping the slices over half way through."
248,"we want them to be cooked through and soft, but not falling apart."
248,"whilst your pork cooks, make your spicy apple glaze."
248,"wrap your two cooking apples in tin foil and place them at the bottom of the oven, or into the coals of a barbecue."
248,cook until the apples are super soft - about 20 mins.
248,set the apples aside until cool enough to handle.
248,remove the core and seeds as best you can and place the flesh in a food processor.
248,add a tablespoon of honey and your bulls-eye carolina reaper extra hot sauce.
248,add more or less to taste.
248,"blend the mixture, and add the juice of your lemon."
248,set aside.
248,mix your mayo.
248,"add your mayonnaise to a bowl, then grate in your clove of garlic and squeeze in your lemon juice."
248,mix thoroughly.
248,pour your vinegar and sugar into a pan along with 690ml of water.
248,bring to a boil.
248,"once the sugar has dissolved, leave to cool."
248,"shred your cabbage, onion and carrot very finely."
248,you can use a mandoline or a very sharp knife.
248,finely chop your parsley.
248,"combine your sliced cabbage, onion and carrot in bowl and mix in your parsley."
248,dress with vinegar up to an hour before serving.
248,remove your tray from the oven and place your pork belly slices onto a plate to cool slightly.
248,heat your barbecue to a high heat.
248,"in a small bowl, combine the cooking juices from the pork and 1/3 of your spicy apple glaze."
248,place your pork belly slices onto the barbecue and brush on your glaze.
248,"flip the pork belly slices, then continue to glaze until youre happy with the colour and coverage."
248,you want to get a nice char on it.
248,cut your baguette into sections and toast slightly.
248,"apply a liberal layer of the cool mayo on the base, followed by our zingy vinegar slaw."
248,"get your spicy pork belly slices in there, then cover it with more of the spicy apple sauce."
248,"place the top piece of bread on, serve and enjoy."
249,slice your pork belly into small pieces.
249,"pop the pork belly into a bowl with 1 tbsp of your soy sauce, salt and pepper, then give it a mix and set aside briefly."
249,"finely slice your red chillies and spring onions, separating the whites from the greens."
249,finely chop your garlic.
249,heat a wok over a medium heat.
249,add your pork belly strips in batches and fry until super crispy and golden.
249,remove with a slotted spoon before repeating with your remaining pork belly.
249,"add your red chillies, spring onion whites and garlic to the wok and fry for 2 mins until fragrant."
249,tip your cooked rice into the pan along with your crispy pork belly and stir fry for a few mins more.
249,make a well in the middle of your wok.
249,crack your eggs into the centre and mix until the yolks and whites are combined.
249,"allow their texture to firm up, stirring to break up the eggs."
249,mix them into the rest of the rice once they are totally set.
249,"add your fish sauce and 1 tbsp soy sauce along with some salt and pepper to taste, then give it all a final mix."
249,spoon your rice into a bowl and top with your green spring onion bits.
249,serve and enjoy.
250,get your chicken thighs in a bowl.
250,"add your smoked paprika, cumin and cayenne pepper along with a glug of olive oil, salt and pepper."
250,give it a good mix so your chicken is evenly coated in the spices.
250,heat a frying pan over a medium-high heat.
250,add your chicken and cook for 4 mins on each side - they should be caramelised on the outside and lovely and tender in the middle when the time is up.
250,remove from the pan and leave to cool a little.
250,grate your red leicester and mozzarella.
250,finely slice your spring onions.
250,finely shred your chicken with 2 forks.
250,pop the chicken in a bowl then add your bulls-eye smokey chipotle bbq sauce and sliced spring onions.
250,"wipe out your chicken pan to clean it, then add a tortilla to the pan on a low heat."
250,"add a handful of mozzarella, red leicester, some chicken mixture and then more cheese."
250,top with a second tortilla.
250,cook on both sides until golden brown and then slice into quarters.
250,serve and enjoy!
251,"debone the chicken thighs, leaving the skin on."
251,"place into a bowl with 1 tbsp oregano, red wine vinegar, salt, pepper and grate in your garlic."
251,mix together and set aside.
251,"chop up the tomatoes into large wedges, scoop out the inside of 3/4 of your cucumber and slice into crescents."
251,thinly slice the onion and half the olives.
251,"toss all that together with 1 tbsp olive oil, 1 tsp oregano and salt and pepper."
251,"for the feta dressing, blitz feta, greek yogurt, the juice of the lemon, salt and pepper."
251,grate the remaning cucumber and mix this in with the feta dressing.
251,heat up a cast iron until very hot and cook the chicken skin-side down.
251,cook for 3 mins until the chicken is very crispy and then flip the chicken over and cook for another 2 mins.
251,transfer to a chopping board and slice.
251,"serve the salad in a bowl, top with the crispy chicken and drizzle with the feta sauce."
251,enjoy.
253,preheat oven to 200c/392f.
253,"quarter the tomatoes and remove the seeds from the red peppers, chop the flesh into quarters."
253,"quarter your onions, making sure to leave the skin on - thats where all the flavour is."
253,"pour your chopped vegetables onto a baking tray with a large glug of oil and salt, roast for 45 mins."
253,"finely chop the parsley, saving 2 tbsp for later and finely chop half the green pepper and walnuts."
253,"combine the parsley, green pepper, walnuts, lamb mince, chilli powder, cinnamon, all spice and 1 1/2 tsp salt."
253,"grate in the ginger and 3 cloves of garlic, then mix with your hands until evenly mixed."
253,divide into eight balls and poke a skewer through each ball.
253,shape each ball around the skewer and then pop into the fridge to chill.
253,"when the tomatoes are roasted, remove the onion peel and blend it all with a hand blender."
253,add the sumac and 200ml of water.
253,season with salt if required and pour into your baking dish.
253,"place the skewers over the sauce, so they arent touching the sauce but are just above it."
253,this is so the lamb drippings can fall into and flavour the sauce.
253,pop this into the oven for 15-20 mins.
253,"grate the remaining garlic into a bowl, mix in the saved parsley, a pinch of salt and butter."
253,microwave for 30 secs to melt the butter.
253,brush this over the naans and pop into the oven for the last 5 mins of cooking.
253,"remove from the oven, serve the kebabs and with the hot garlic naan."
254,heat your oven to 200c/400f.
254,cut the leaves off your cauliflower.
254,cut each vertically down the middle of its stalk.
254,trim away the edges so that you have two steaks.
254,save the cauliflower leaves.
254,"place your cauliflower steaks on a baking tray and rub each steak with salt, pepper and olive oil."
254,roast for 30 mins.
254,remove your cauliflower steaks from the oven and flip them over.
254,"grate over 45g of parmesan onto the steaks, then return to the oven for 10 mins."
254,finely chop your cauliflower leaves.
254,bring a pan of water to a boil.
254,"add salt, then tip in the scraps of your cauliflower and cauliflower leaves."
254,"simmer for 5 mins until tender, then drain and allow to cool."
254,"once your boiled cauliflower bits are cool, tip it all into a food processor."
254,"add your basil, 40g of your pistachios and your remaining parmesan, then blitz until you have a smooth paste."
